"","SITE_ID","lat","long","ecoregion_3","elevation","slope","ws_area","ws_precip","ws_temp","ws_runoff","bfi_ws","perm_ws","erod_ws","AG_ECO9","ref_cond","val_cond","golden.redhorse","black.buffalo","river.redhorse","black.redhorse","silver.redhorse","smallmouth.buffalo","spotted.sucker","alabama.hog.sucker","blacktail.redhorse","eastern.creek.chubsucker","western.creek.chubsucker","northern.hog.sucker","white.sucker","striped.jumprock","notchlip.redhorse","bigmouth.buffalo","river.carpsucker","quillback","shorthead.redhorse","blue.sucker","blackfin.sucker","smallmouth.redhorse","longnose.sucker","v-lip.redhorse","highfin.carpsucker","blacktip.jumprock","roanoke.hog.sucker","torrent.sucker"
"31","NRS18_MO_11111",36.79795859,-92.82411663,39,265.79,0.146627566,464.652,1155.520801,13.14217214,348.8862303,38.46479042,3.651335031,0.389885605,"SAP","REF","C",45,0,0,22,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","NRS18_CT_10037",41.51043914,-72.49660533,59,29.98,1.286111111,38.943,1288.159285,9.694698839,679,51.41670904,8.569553039,0.233126647,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","NRS18_PA_10217",41.80463607,-77.49244816,62,563.36,2.438888889,9.3933,944.4817388,6.970076583,521.7073872,35.25428763,3.28,0.34,"NAP","REF","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","NRS18_VT_10003",43.04999043,-72.72147657,58,245.19,4.86875,4.6998,1287.332372,6.167186082,725,43.48008426,5.731658368,0.440241287,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","NRS18_VA_10008",37.31028069,-80.68118682,67,485.66,0.271428571,808.2162,1030.531456,11.17664879,431.8970822,46.10056814,8.242463458,0.304002425,"SAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"36","NRS18_NC_10032",35.87880495,-82.07960048,66,835.8,3.63,2.4642,1422.632925,10.73891894,622,58.041271,6.934035793,0.24958729,"SAP","REF","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","NRS18_VT_10014",44.2982896,-72.94783568,58,254.35,3.291071429,16.1109,1503.878078,4.6216601,629,45.91587062,6.894741076,0.344115971,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","NRS18_OK_10024",34.53125675,-94.71441654,36,255.63,0.530882353,126.6903,1536.910347,15.42450746,648.2764,19.74025873,4.873378349,0.359417903,"SAP","REF","C",0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","NRS18_TN_10015",35.21876506,-84.65150132,67,208.18,0.006561249,3520.8999,1519.953157,13.36158619,774.9657103,58.93168241,9.29243398,0.247627769,"SAP","REF","V",20,0,7,12,1,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","NRS18_NH_10017",44.40314923,-71.11012364,58,225.45,2.648214286,10.6299,1272.154161,4.615825331,673.3618661,46.79730759,6.392258065,0.250039793,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","NRS18_TN_10022",35.95872233,-82.8793366,66,422.74,1.2671875,59.0508,1245.426979,12.03901868,661.6452478,54.57186185,9.613828263,0.251283911,"SAP","REF","C",0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","NRS18_CT_10010",41.77170515,-72.90107758,59,70.45,0.494804552,964.5084,1308.593245,7.987834533,696.3818505,47.47262512,10.03061763,0.23034531,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","NRS18_NH_10003",44.39319253,-71.21993301,58,291.56,1.792045455,58.8249,1396.27421,4.293660567,667.2242622,47.65690549,9.912082893,0.244737076,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"44","NRS18_ME_10004",43.49885439,-70.46422695,59,14.43,0.174394792,4366.017,1315.624774,6.284478247,745.6571454,54.65770429,17.66864438,0.210180579,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","NRS18_NY_10004",43.53157794,-74.55172604,58,585.73,2.422916667,9.0837,1536.031801,4.472218411,668.837313,53.07946101,8.093919548,0.37139998,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","NRS18_ME_10012",43.49893734,-70.48889328,59,15.35,0.004,4328.4501,1316.388523,6.265862188,745.7096213,54.65024247,17.6587601,0.209985555,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","NRS18_AL_10191",33.87272556,-85.5809654,67,366.99,4.13,1.1214,1373.133843,14.33101214,650.0152488,45,4.696452648,0.237223114,"SAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","NRS18_AL_10025",34.25714781,-87.37077566,68,159.56,0.055162979,261.3195,1484.440904,15.64165242,637.373498,33.49612371,6.759895232,0.249953781,"SAP","REF","V",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","NRS18_NY_10072",44.65750472,-74.00524373,58,489.7,3.203333333,1.1079,1159.148919,5.160969143,601.1372868,60,7.689561332,0.233736799,"NAP","REF","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","NRS18_NY_10055",44.13594453,-74.15509121,58,603.26,0.973333333,4.7745,1269.539897,4.311853472,723,56,6.310525919,0.282397738,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","NRS18_ME_10005",45.25733285,-68.94965527,82,79.25,0.024818109,851.7393,1230.852375,4.623027854,739.7691607,50.00139268,8.019001825,0.211335884,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","NRS18_ME_10006",46.5760353,-68.08781271,82,156.53,0.369444444,229.4253,1019.624752,4.011079048,584.2236022,54,3.987786887,0.228082474,"NAP","REF","V",0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"53","NRS18_ME_10018",46.704392,-68.67903911,58,286.52,0.984375,5.0976,1067.956142,3.735564463,584.1588983,53,5.454533898,0.259735169,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","NRS18_ME_10025",46.58245096,-68.69484212,58,225.02,0.14,475.1595,1085.325294,3.494777571,583.0886515,51.89581498,4.654322016,0.246803913,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"55","NRS18_ME_10013",47.20865809,-68.82281706,58,158.68,0.05560387,12075.0444,1090.758041,3.152451422,584.4032836,49.24589119,4.124394373,0.235310749,"NAP","REF","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"56","NRS18_PA_10038",41.45222641,-76.4526647,62,450.6,0.918055556,229.0446,1174.371251,7.374653325,634.9030311,39.29565334,2.931375632,0.327106179,"NAP","REF","V",0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","NRS18_ME_10001",46.9755638,-69.37838052,58,285.81,4.863333333,6.9939,1098.857769,3.072901591,647.2478446,49.35066272,3.51,0.24,"NAP","REF","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","NRS18_MA_10010",42.35176384,-72.62633488,59,30.24,1e-04,20791.3365,1192.676506,5.929882032,653.4129219,47.33117184,8.787131262,0.278942874,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","NRS18_MA_10631",42.35001685,-72.6362297,59,30.28,0.005505638,20792.9862,1192.674568,5.930157124,653.4099105,47.33123261,8.787899022,0.278951541,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","NRS18_MA_10004",42.57836331,-72.56957473,59,29.7,0.103646176,20354.1372,1192.178843,5.875858314,654.1816284,47.31042833,8.610989829,0.280128426,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","NRS18_GA_10018",34.12188638,-84.81018192,67,207.46,0.04856019,3303.0396,1399.043904,15.27360995,580.2091002,59.31728066,5.403522069,0.255489027,"SAP","REF","C",39,0,1,90,0,87,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","NRS18_NY_10042",43.47235045,-73.84034429,58,178.17,0.053906903,3977.7264,1177.673833,5.373187857,659.5905019,51.57026682,7.527508087,0.234756338,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","NRS18_ME_10493",44.73871922,-69.76380198,82,47.36,0.115584793,10062.4347,1155.79571,4.224722489,648.0354991,46.80820602,7.307100092,0.213755293,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","NRS18_ME_10014",44.82133255,-68.70376994,82,4.39,0.052959288,20105.9145,1130.259774,4.78697744,725.0182186,50.68191366,6.46212622,0.213813765,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","NRS18_VA_10019",37.79851556,-79.77552806,67,304.02,0.142401458,1198.0071,1044.118992,10.50803057,443.9883564,41.41066727,13.49891526,0.278218304,"SAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1
"66","NRS18_ME_10007",45.89866594,-68.61411606,82,104.2,0.034181185,2521.8801,1116.985066,4.022255742,757.1262776,51.3297083,5.565067411,0.225880416,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"67","NRS18_ME_10194",44.85215555,-68.07279956,82,90.09,0.319270833,428.9382,1160.497734,5.777517504,759.029207,50.07001078,10.77783114,0.200445218,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","NRS18_ME_10003",44.7373756,-67.54984117,82,15.02,0.064563829,1173.1356,1211.280708,5.98164605,758.6458,55.12309472,12.95265448,0.202991245,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","NRS18_NY_10255",44.32237693,-75.4136353,83,131.05,0.316712273,15.7482,999.2494636,6.837776391,677.9673105,51.98777003,7.015993828,0.249959995,"NAP","REF","V",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","NRS18_NY_10702",43.78230725,-75.14646536,58,474.26,0.5705,79.6887,1273.700596,4.757074688,873,52.91729442,7.469079317,0.205989406,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","NRS18_NY_10028",43.7387301,-74.95859878,58,519.45,0.040727391,189.864,1236.812188,4.811380209,869.9631684,55.74520288,9.319831146,0.199569871,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","NRS18_NY_10279",43.47761388,-74.23156023,58,423.65,3.65,2.4102,1222.260661,5.658295353,754,45.58177745,5.59,0.21,"NAP","REF","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","NRS18_PA_10024",41.45998297,-77.50980034,62,219.25,0.152984,1726.5231,1036.988675,7.298252637,548.0797108,38.30044272,6.07154701,0.317475983,"NAP","REF","V",0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","NRS18_NY_10286",42.69106154,-75.45007772,60,408.91,3.216666667,1.9566,1072.526762,7.357738236,580,45.98298068,3.292585097,0.317819687,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","NRS18_NY_10251",43.45278865,-74.86123359,58,561.84,2.2734375,18.2628,1435.626652,4.705991316,795.0741179,55.82259018,5.59,0.21,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","NRS18_ME_10009",46.03282766,-68.60542015,82,134.78,1.826666667,8.2935,1156.61184,4.830449168,760,54,5.454773738,0.259574607,"NAP","REF","C",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
