"","SITE_ID","AG_ECO9","ecoregion_3","total_N","total_P","chloride","sulfate","ANC","DOC","turbidity","RDI","pct_fine","total_N_ug","chloride_ueq","sulfate_ueq","pass_nap","pass_sap","ref_cond","val_cond"
"153","NRS18_VA_10002","SAP",66,0.514,39.15,4.987,14.409,1264.18,3,10.9,0.969722727,0,514,140.677009873061,300,5,6,"NON-REF","C"
"154","NRS18_CT_10002","NAP",59,0.674,71.71,30.595,5.209,439.66,5.4,3.05,0.64395,0,674,863.046544428773,108.453050176973,7,6,"NON-REF","V"
"155","NRS18_OK_10026","SAP",36,0.536,35,1.5,1.53,321,5.21,5.1,0.068181818,0,536,42.3131170662905,31.8550905683948,6,6,"NON-REF","C"
"156","NRS18_IL_10031","SAP",71,0.263,33.889,2.31,3.56,1465.71,3.49,6.42,0.333345455,100,263,65.1622002820874,74.1203414532584,5,5,"NON-REF","C"
"157","NRS18_NY_10018","NAP",62,0.404,26.471,9.15,6.496,561.56,1.65,4.75,1.130998701,1,404,258.110014104372,135.248802831564,6,6,"NON-REF","V"
"158","NRS18_MD_10003","SAP",64,2.169,9.163,17.359,5.101,370.85,1.39,2.02,0.136363636,0,2169,489.675599435825,106.204455548615,6,6,"NON-REF","C"
"159","NRS18_PA_10023","NAP",60,0.751,31.448,43.499,18.344,1860.11,2.97,4.02,1.6137,0,751,1227.05218617771,381.92796169061,4,5,"NON-REF","C"
"160","NRS18_CT_10017","NAP",59,1.368,37.32,50.275,8.617,581.61,5.99,1.24,1.53035,24.76190476,1368,1418.1946403385,179.408702894025,6,5,"NON-REF","C"
"161","NRS18_OK_10036","SAP",36,0.387,23,1.5,2.33,221,4.36,3.6,0.3485,3.80952381,387,42.3131170662905,48.5113470747449,7,7,"NON-REF","V"
"162","NRS18_CT_10004","NAP",59,0.561,35.298,47.722,6.018,375.64,5.39,1.93,0.863645455,0,561,1346.17771509168,125.296689569019,7,6,"NON-REF","C"
"163","NRS18_MD_10014","SAP",64,1.338,21.15,97.04,14.706,1442.18,2.17,0.67,2.966844372,0,1338,2737.37658674189,306.183635227983,3,4,"NON-REF","C"
"164","NRS18_PA_10032","NAP",62,0.168,27.091,0.281,3.424,57.06,2.35,18.31,0,19.04761905,168,7.92665726375176,71.2887778471788,6,6,"NON-REF","V"
"165","NRS18_VT_10018","NAP",58,0.448,11.155,14.948,5.813,1539.22,2.37,1.76,1.628822727,9.523809524,448,421.664315937941,121.028523839267,7,7,"NON-REF","V"
"166","NRS18_RI_10006","NAP",59,0.68,47,25.956,5.899,205.6,5.65,1.28,1.075772727,0,680,732.186177715092,122.8190714137,7,6,"NON-REF","V"
"167","NRS18_VT_10009","NAP",58,0.573,6.789,3.671,7.471,3162.63,2.59,0.23,0.931845455,24.76190476,573,103.554301833568,155.548615448678,8,8,"REF","C"
"168","NRS18_VT_10012","NAP",58,0.566,9.393,1.675,5.124,2441.88,4.66,0.53,0.272727273,27.61904762,566,47.2496473906911,106.683322923173,7,7,"NON-REF","C"
"169","NRS18_AR_10014","SAP",38,0.119,13.181,1.112,1.655,212.37,0.68,5.88,0.819475,1.904761905,119,31.3681241184767,34.457630647512,7,7,"NON-REF","C"
"170","NRS18_IL_10037","SAP",71,0.754,172.439,5.996,8.642,2285.99,4.31,27.63,0.469704545,100,754,169.139633286319,179.929210909848,4,4,"NON-REF","C"
"171","NRS18_PA_10019","SAP",70,0.389,13.889,10.334,43.758,2001.52,1.27,4.74,0,30.47619048,389,291.509167842031,911.05559025609,5,5,"NON-REF","V"
"172","NRS18_RI_10199","NAP",59,0.251,14.771,100.406,5.721,74.45,2.4,1.43,0.7879,8.571428571,251,2832.32722143865,119.113054341037,8,7,"REF","C"
"173","NRS18_AR_10001","SAP",36,0.725,17.043,1.985,2.746,96,4.03,6.46,0.030304545,1.904761905,725,55.9943582510578,57.1726004580471,7,7,"NON-REF","C"
"174","NRS18_NJ_10001","SAP",64,1.619,55.975,146.838,18.418,2225.6,4.88,1.45,2.568204545,0,1619,4142.11565585331,383.468665417447,3,4,"NON-REF","C"
"175","NRS18_MD_10008","SAP",67,1.285,107.415,11.749,6.914,795.29,3.29,11.56,2.403348918,29.52380952,1285,331.424541607898,143.951696856132,2,2,"NON-REF","C"
"176","NRS18_VT_10017","NAP",83,0.413,4.008,15.18,4.48,1271.84,1.1,0.38,0.431818182,0.952380952,413,428.20874471086,93.2750364355611,7,7,"NON-REF","V"
"177","NRS18_NH_10019","NAP",59,0.49,30.223,42.047,2.66,372.08,9.56,1.75,0.090909091,0,490,1186.09308885755,55.3820528836144,7,6,"NON-REF","V"
"178","NRS18_NJ_10334","SAP",64,4.231,145.319,156.975,25.269,2474.52,6.23,0.56,4.469790909,0,4231,4428.06770098731,526.108682073704,3,3,"NON-REF","C"
"179","NRS18_CT_10003","NAP",59,1.301,65.578,56.462,10.976,3377.54,5.63,1.78,1.166704545,16.19047619,1301,1592.7221438646,228.523839267125,6,5,"NON-REF","C"
"180","NRS18_MO_10012","SAP",39,1.551,28.603,8.463,3.609,2683.83,0.63,1.88,1.111505628,7.619047619,1551,238.730606488011,75.1405371642723,6,5,"NON-REF","C"
"181","NRS18_VA_10014","SAP",66,0.133,10.22,0.563,2.064,64.21,1.45,1.71,0,0,133,15.8815232722144,42.9731417863835,8,8,"REF","V"
"182","NRS18_MO_10041","SAP",39,0.209,25.986,5.441,2.695,3163.99,1.51,3.31,1.280359091,10.47619048,209,153.483779971791,56.1107641057672,7,7,"NON-REF","C"
"183","NRS18_OH_10026","NAP",61,0.934,211.683,21.313,14.265,1887.11,9.19,41.38,0,51.42857143,934,601.212976022567,297.001873828857,2,3,"NON-REF","V"
"184","NRS18_OH_10015","NAP",61,1.524,62.36,48.601,20.619,2843.54,4.86,4.73,0.242436364,31.42857143,1524,1370.97320169252,429.294191130543,3,3,"NON-REF","C"
"185","NRS18_PA_10008","SAP",70,0.353,13.47,11.599,209.45,1982.21,1.59,2.57,0.810640909,17.14285714,353,327.193229901269,4360.81615656881,6,6,"NON-REF","C"
"186","NRS18_OH_10025","NAP",61,0.773,30.755,66.045,15.688,1626.1,4.62,3.62,0.151522727,1.904761905,773,1863.04654442877,326.629190089527,4,5,"NON-REF","C"
"187","NRS18_NC_10030","SAP",45,1.12,84,7.3,4.3,NA,12.1,15,0,53.33333333,1120,205.923836389281,89.5273787216323,4,3,"NON-REF","C"
"188","NRS18_VA_10001","SAP",64,2.193,24.373,20.994,18.193,1300.83,2.46,0.86,0.424245455,6.666666667,2193,592.214386459803,378.784093275036,4,5,"NON-REF","V"
"189","NRS18_GA_10006","SAP",66,0.559,25.216,2.202,0.809,427.01,1.33,5.25,0.212131818,0.952380952,559,62.1156558533145,16.8436393920466,6,6,"NON-REF","V"
"190","NRS18_MA_10005","NAP",59,0.811,60.566,140.371,6.235,724.55,9.65,3.73,1.151531818,40,811,3959.68970380818,129.814699146367,5,4,"NON-REF","V"
"191","NRS18_RI_10002","NAP",59,0.906,97.36,98.741,11.121,564.49,5.26,4.31,4.17788,35.41666667,906,2785.35966149506,231.542785758901,4,3,"NON-REF","C"
"192","NRS18_MO_10019","SAP",39,0.611,43.934,2.614,4.765,4004.99,3.8,3.36,0.750031818,0,611,73.737658674189,99.2088278159484,7,7,"NON-REF","C"
"193","NRS18_RI_10020","NAP",59,0.87,67.754,26.805,5.846,227.33,4.24,1.16,1.022754545,0,870,756.135401974612,121.715594420154,6,5,"NON-REF","C"
"194","NRS18_VT_10005","NAP",58,0.239,NA,9.325,4.666,505.95,1.01,0.49,1.951555909,2.857142857,239,263.046544428773,97.1476160732875,NA,NA,"NON-REF","V"
"195","NRS18_GA_10025","SAP",67,0.213,11.348,2.689,3.205,1688.69,1.54,2.42,0.272727273,2.857142857,213,75.8533145275035,66.7291276285655,8,8,"REF","V"
"196","NRS18_MO_10031","SAP",39,1.389,80.043,46.88,81.874,3190.26,2.56,1.61,0.136363636,5.714285714,1389,1322.42595204513,1704.64293150115,4,4,"NON-REF","C"
"197","NRS18_MO_10021","SAP",39,0.354,20.724,10.772,19.593,2544.94,3.09,3.07,0,12.38095238,354,303.864598025388,407.932542161149,5,5,"NON-REF","C"
"198","NRS18_MO_10010","SAP",39,0.256,27.196,5.002,4.074,3354.57,1.04,6.05,0.409104545,0,256,141.100141043724,84.8219862585884,6,6,"NON-REF","C"
"199","NRS18_IN_10003","SAP",71,0.156,7.843,23.227,30.783,3044.3,1.35,2.63,0.33335,4.761904762,156,655.204513399154,640.911930043723,6,6,"NON-REF","C"
"200","NRS18_MA_10009","NAP",59,0.503,43.494,38.034,4.217,362.23,6.72,3.41,1.060627273,0.833333333,503,1072.89139633286,87.7992921090985,7,6,"NON-REF","C"
"201","NRS18_NY_10022","NAP",60,0.438,28.408,17.899,6.112,920.73,2.58,8.38,1.78035,69,438,504.90832157969,127.253799708516,4,4,"NON-REF","V"
"202","NRS18_IN_10498","SAP",71,2.169,9.044,13.795,10.707,2963.54,1.84,8.41,0.6667,33.01886792,2169,389.139633286319,222.923173016864,4,4,"NON-REF","C"
"203","NRS18_IN_10053","SAP",71,1.3,20.575,133.977,39.838,4047.19,2.04,3.46,3.537977273,3.80952381,1300,3779.32299012694,829.439933374974,3,3,"NON-REF","C"
"204","NRS18_NY_10002","NAP",60,0.923,65.661,26.777,7.169,2832.89,2.38,4.71,1.560659091,0,923,755.345557122708,149.260878617531,5,5,"NON-REF","C"
"205","NRS18_MA_10008","NAP",59,1.301,63.948,135.136,14.903,863.35,4.1,2.35,0.893968182,0,1301,3812.01692524683,310.285238392671,5,5,"NON-REF","C"
"206","NRS18_WV_10181","SAP",70,0.515,4.99,6.862,114.695,461,1.1,0.87,1.070534615,3.333333333,515,193.568406205924,2387.9866749948,7,7,"NON-REF","C"
"207","NRS18_NH_10011","NAP",58,0.201,7.576,1.277,2.041,151.21,4.29,1.28,1.136395455,6,201,36.0225669957687,42.4942744118259,8,8,"REF","C"
"208","NRS18_OK_10920","SAP",37,0.398,28,4.24,10.7,1490,2.36,11,0.166668182,10.47619048,398,119.605077574048,222.777430772434,6,6,"NON-REF","C"
"209","NRS18_NY_10066","NAP",60,0.424,30.126,19.336,6.592,1014.99,2.47,6.93,1.825827273,0,424,545.444287729196,137.247553612326,5,5,"NON-REF","V"
"210","NRS18_RI_10005","NAP",59,1.606,36.2,27.051,11.08,380.66,4.47,3.18,1.106063636,7.619047619,1606,763.074753173484,230.68915261295,6,5,"NON-REF","V"
"211","NRS18_PA_10042","NAP",61,0.725,35.215,15.251,6.945,2169.75,4.63,5.54,0.909113636,34.28571429,725,430.211565585331,144.597126795753,4,4,"NON-REF","V"
"212","NRS18_PA_10014","NAP",61,1.009,54.37,27.788,93.47,2307.58,3.52,2.97,0.305570833,16.52173913,1009,783.864598025388,1946.07536956069,4,4,"NON-REF","V"
"213","NRS18_PA_10039","SAP",70,0.231,34.974,15.611,36.998,3992.98,2.06,4.7,0.484863636,0.952380952,231,440.366713681241,770.310222777431,5,5,"NON-REF","V"
"214","NRS18_WV_10013","SAP",70,0.56,33.993,54.667,159.512,2382.16,4.4,11.28,1.439811905,12.38095238,560,1542.0874471086,3321.09098480117,4,4,"NON-REF","V"
"215","NRS18_RI_10201","NAP",59,0.238,13.59,117.841,6.466,131.12,1.71,1.02,0.454568182,5.714285714,238,3324.1466854725,134.624193212575,8,7,"REF","C"
"216","NRS18_CT_10032","NAP",59,1.363,46.706,75.116,9.465,2672.06,2.36,1.27,1.29169375,18,1363,2118.92806770099,197.064334790756,6,5,"NON-REF","C"
"217","NRS18_TN_11090","SAP",67,0.424,20.648,6.41,7.406,1127.27,1.56,3.44,1.658702468,0,424,180.818053596615,154.195294607537,7,7,"NON-REF","V"
"218","NRS18_GA_10005","SAP",45,0.249,17.271,3.195,1.238,585.86,1.24,3.82,0.045454545,17.14285714,249,90.1269393511989,25.7755569435769,8,8,"REF","C"
"219","NRS18_TN_10008","SAP",67,0.716,35.565,7.244,7.844,1364.84,1.6,7.02,1.393968182,0,716,204.344146685472,163.314595044764,6,5,"NON-REF","C"
"220","NRS18_NY_10041","NAP",60,0.733,41.684,33.212,7.58,1620.67,2.66,8.38,1.997194372,0,733,936.868829337094,157.818030397668,5,5,"NON-REF","C"
"221","NRS18_NJ_10002","SAP",67,0.295,11.705,14.857,4.334,327.29,2.31,1.01,0.500018182,0,295,419.097320169252,90.2352696231522,7,7,"NON-REF","V"
"222","NRS18_NY_10020","NAP",60,0.801,37.719,33.683,7.975,1741.02,2.45,8.37,1.856140909,0,801,950.15514809591,166.042057047679,4,4,"NON-REF","C"
"223","NRS18_CT_10009","NAP",59,0.994,62.29,118.906,12.608,3018.17,3.64,5.51,3.273519048,3.80952381,994,3354.18899858956,262.502602540079,3,3,"NON-REF","V"
"224","NRS18_ME_10017","NAP",59,0.681,50.499,16.755,1.736,208.45,15.35,2.69,0.454554545,23.80952381,681,472.637517630465,36.1440766187799,7,6,"NON-REF","V"
"225","NRS18_NY_10021","SAP",67,0.991,115.06,73.195,8.002,3324.82,5.28,12.34,0.560609091,92.38095238,991,2064.73906911142,166.604205704768,3,3,"NON-REF","V"
"226","NRS18_NY_10064","NAP",60,1.019,66.711,28.425,7.775,3093.21,2.47,3.9,1.621277273,1,1019,801.833568406206,161.877992921091,5,5,"NON-REF","C"
"227","NRS18_MA_10016","NAP",59,0.549,28.468,44.057,3.322,415.26,8.98,1.65,1.681859091,71.66666667,549,1242.79266572638,69.1651051426192,6,5,"NON-REF","V"
"228","NRS18_GA_10014","SAP",45,0.784,103.874,4.421,1.03,608.8,1.9,32.91,1.121218182,4.761904762,784,124.710860366714,21.4449302519259,5,5,"NON-REF","V"
"229","NRS18_OH_10021","NAP",61,6.381,150.836,19.741,33.382,2437.03,5.33,14.56,0.409109091,8.571428571,6381,556.868829337094,695.023943368728,3,3,"NON-REF","C"
"230","NRS18_NC_10023","SAP",66,0.3,9,3.6,2.7,NA,0.8,1,1.08335,0,300,101.551480959097,56.2148657089319,NA,NA,"NON-REF","V"
"231","NRS18_OH_10022","NAP",61,2.813,81.461,46.033,44.396,3381.08,4.41,1.94,1.969795455,18.0952381,2813,1298.53314527504,924.338954819904,4,4,"NON-REF","C"
"232","NRS18_MO_10026","SAP",39,1.096,31.086,6.682,4.966,3831.11,1.64,2.66,0.954577273,5.714285714,1096,188.490832157969,103.393712263169,6,6,"NON-REF","C"
"233","NRS18_VA_10013","SAP",69,0.73,17.211,6.239,339.775,3005.57,2.04,5.95,3.300937662,1.904761905,730,175.994358251058,7074.22444305642,5,5,"NON-REF","C"
"234","NRS18_TN_11089","SAP",67,0.391,34.586,6.376,7.43,1016.05,1.53,3.03,2.765177273,0,391,179.858956276446,154.694982302727,6,6,"NON-REF","C"
"235","NRS18_PA_10218","NAP",62,0.385,7.749,6.046,6.361,40.36,8.2,1.82,0.863672727,6.930693069,385,170.550070521862,132.438059546117,8,8,"REF","V"
"236","NRS18_KY_10032","SAP",71,0.466,85.086,8.142,14.133,1153.97,2.06,6.05,1.833404545,100,466,229.675599435825,294.253591505309,4,4,"NON-REF","C"
"237","NRS18_AL_10023","SAP",68,0.414,30.086,2.939,2.458,609.68,4.53,5.96,0.674259091,2.857142857,414,82.9055007052186,51.176348115761,6,6,"NON-REF","C"
"238","NRS18_PA_10018","NAP",62,0.244,8.024,2.886,5.312,152.31,1.41,0.89,0.030304545,7.619047619,244,81.410437235543,110.597543202165,8,8,"REF","C"
"239","NRS18_MO_10051","SAP",39,1.179,82.461,197.394,61.711,5768.09,2.02,0.71,2.671380736,0,1179,5568.23695345557,1284.84280657922,3,3,"NON-REF","C"
"240","NRS18_MO_11111","SAP",39,0.44,16.086,4.261,2.888,3977.71,0.81,2.54,0.36365,13,440,120.197461212976,60.1290859879242,8,8,"REF","C"
"241","NRS18_NJ_10007","SAP",64,2.394,179.586,362.028,51.463,1588.78,4.1,5.15,4.825809091,100,2394,10212.3554301834,1071.47616073288,1,1,"NON-REF","V"
"242","NRS18_NJ_11083","SAP",64,2.419,182.086,120.843,17.029,1586.03,4.3,3.04,4.563187662,100,2419,3408.8293370945,354.549240058297,2,3,"NON-REF","C"
"243","NRS18_MO_10213","SAP",39,0.959,7.776,3.981,5.575,3206.91,0.61,0.26,0.33335,7.619047619,959,112.299012693935,116.073287528628,7,7,"NON-REF","V"
"244","NRS18_OH_10007","SAP",70,1.819,206.75,114.205,80.328,3124.14,4.21,20.13,0.787886364,4.166666667,1819,3221.57968970381,1672.45471580262,3,3,"NON-REF","C"
"245","NRS18_NY_10065","SAP",67,1.239,140.05,47.965,11.902,1736.64,9.2,21.7,0.946995455,100,1239,1353.03244005642,247.803456173225,3,3,"NON-REF","V"
"246","NRS18_OH_10004","NAP",61,0.751,54.109,73.289,49.016,3521.9,6.71,16.79,0.152779167,0,751,2067.39069111425,1020.52883614408,3,3,"NON-REF","C"
"247","NRS18_CT_10037","NAP",59,0.42,14.685,44.406,6.814,366.64,4.66,1.1,0.795486364,4.761904762,420,1252.63751763047,141.869664792838,8,7,"REF","C"
"248","NRS18_VA_10011","SAP",45,0.838,55.921,6.965,4.089,988.99,6.25,2.97,1.164895022,6.666666667,838,196.473906911142,85.1342910680825,6,6,"NON-REF","C"
"249","NRS18_MD_10013","SAP",67,1.266,14.48,25.464,4.616,363.31,2.66,6.98,1.090931818,39.04761905,1266,718.307475317348,96.1066000416406,4,4,"NON-REF","V"
"250","NRS18_MO_10214","SAP",39,1.119,136.533,6.918,19.791,2662.36,5.74,24.06,0,19.04761905,1119,195.148095909732,412.054965646471,4,4,"NON-REF","C"
"251","NRS18_PA_10217","NAP",62,0.355,12.364,1.163,3.948,123.86,3.74,2.1,0,2.857142857,355,32.8067700987306,82.1986258588382,8,8,"REF","V"
"252","NRS18_VA_10022","SAP",66,0.204,31.2,5.962,1.989,153.42,1,9.36,0.431836364,0,204,168.18053596615,41.4116177389132,6,6,"NON-REF","V"
"253","NRS18_VA_10006","SAP",67,1.365,33.75,7.448,14.962,2972.27,1.32,3.61,0.098486364,0,1365,210.098730606488,311.513637310015,5,5,"NON-REF","V"
"254","NRS18_GA_10036","SAP",45,0.119,20.646,1.312,5.557,85.76,0.67,2.83,0,0.952380952,119,37.0098730606488,115.698521757235,7,7,"NON-REF","C"
"255","NRS18_NC_10012","SAP",45,0.663,54.648,14.792,12.997,2474.78,7.64,15.15,0,20,663,417.263751763047,270.601707266292,4,5,"NON-REF","C"
"256","NRS18_VA_10004","SAP",66,0.878,88.608,7.411,1.018,468.3,1.56,11.08,1.598490909,21.9047619,878,209.055007052186,21.1950864043306,5,4,"NON-REF","C"
"257","NRS18_VT_10003","NAP",58,0.1,5.263,0.993,3.443,190.43,1.33,0.71,0.560631818,0,100,28.0112834978843,71.6843639392047,8,8,"REF","C"
"258","NRS18_AL_11088","SAP",67,0.461,58.009,3.823,6.071,1298.04,1.82,11.26,0.492427273,49.49494949,461,107.842031029619,126.400166562565,5,5,"NON-REF","V"
"259","NRS18_WV_10005","SAP",69,0.236,15.023,6.228,90.182,3293.75,1.26,7.89,1.659109091,5,236,175.684062059238,1877.61815531959,6,6,"NON-REF","V"
"260","NRS18_NY_10700","NAP",58,4.25,587.2,139.648,17.104,1829.2,3.54,2.29,0.303045455,3,4250,3939.29478138223,356.110764105767,4,5,"NON-REF","C"
"261","NRS18_NC_10037","SAP",45,1.103,87.765,6.73,1.687,689.25,3.11,6.46,0,22.85714286,1103,189.84485190409,35.123880907766,5,5,"NON-REF","C"
"262","NRS18_VT_10004","NAP",58,0.161,6.595,46.333,3.649,472.7,2.5,1.58,0.539343074,0.952380952,161,1306.99576868829,75.9733499895898,7,7,"NON-REF","C"
"263","NRS18_NY_10063","SAP",67,1.371,192.68,66.998,8.06,1777.98,3.95,4.13,0.030304545,31.42857143,1371,1889.92947813822,167.811784301478,4,4,"NON-REF","V"
"264","NRS18_KY_10029","SAP",69,0.479,49.415,13.694,173.369,2163.97,1.51,26.82,1.469722727,0,479,386.290550070522,3609.59816781178,4,4,"NON-REF","C"
"265","NRS18_OH_10010","SAP",70,2.619,268.059,28.902,42.139,3637.27,3.89,40.7,0.704563636,11,2619,815.289139633286,877.347491151364,3,3,"NON-REF","C"
"266","NRS18_VA_10008","SAP",67,0.56,11.319,4.75,4.919,2491.69,1.08,1.38,0.833341667,0,560,133.991537376587,102.415157193421,8,8,"REF","C"
"267","NRS18_NY_10399","SAP",67,0.7,69.401,72.209,5.985,2098.26,8.1,6.96,2.447013636,3.80952381,700,2036.92524682652,124.609618988132,4,4,"NON-REF","C"
"268","NRS18_NY_10054","NAP",60,0.376,17.371,0.508,1.892,49.2,1.89,2.06,0.068181818,0.952380952,376,14.3300423131171,39.3920466375182,7,7,"NON-REF","V"
"269","NRS18_NY_10039","NAP",60,0.661,42.183,19.6,6.01,2149.82,2.34,10.6,0.575768182,100,661,552.891396332863,125.130127003956,4,4,"NON-REF","C"
"270","NRS18_NC_10032","SAP",66,0.203,16.303,0.476,1.894,155.36,0.47,3.77,1.075781818,0,203,13.4273624823695,39.4336872787841,8,8,"REF","V"
"271","NRS18_WV_10009","SAP",70,0.223,9.29,1.633,11.853,355.48,1.32,3.19,3.043710606,1.904761905,223,46.064880112835,246.783260462211,7,7,"NON-REF","C"
"272","NRS18_OH_10031","SAP",70,0.4,20.238,9.688,152.654,509.85,1.95,10.89,0.590931818,78,400,273.286318758815,3178.30522590048,3,3,"NON-REF","V"
"273","NRS18_OH_10658","SAP",70,0.793,18.273,8.894,51.222,2799.43,1.69,5.52,0.833354545,6.666666667,793,250.888575458392,1066.45846346034,4,4,"NON-REF","C"
"274","NRS18_VT_10014","NAP",58,0.121,3.738,0.531,3.241,140.16,2.29,0.49,1.143954545,0,121,14.9788434414669,67.4786591713512,8,8,"REF","C"
"275","NRS18_WV_10019","SAP",70,0.208,30.909,27.352,45.673,3648.64,1.89,8.04,1.295477273,0,208,771.565585331453,950.926504268166,4,4,"NON-REF","C"
"276","NRS18_SC_10779","SAP",45,0.411,50.014,2.824,1.881,254.41,1.2,13.06,0.621218182,0,411,79.6614950634697,39.1630231105559,6,6,"NON-REF","C"
"277","NRS18_KY_10003","SAP",69,0.374,75.368,0.408,4.143,79.79,1.79,40.42,0,5.714285714,374,11.509167842031,86.2585883822611,6,6,"NON-REF","C"
"278","NRS18_OK_10024","SAP",36,0.241,9,1.167,1.82,70,0.64,5,0.204545455,0,241,32.919605077574,37.8929835519467,8,8,"REF","C"
"279","NRS18_OK_10040","SAP",39,2.48,56,7.46,9.74,1890,1.2,3.6,0.393940909,0,2480,210.437235543018,202.789922964814,6,5,"NON-REF","C"
"280","NRS18_KY_10004","SAP",71,1.908,128.915,3.839,19.423,2388.24,3.81,74.9,0.765181818,12.38095238,1908,108.293370944993,404.39308765355,4,4,"NON-REF","C"
"281","NRS18_NH_10012","NAP",58,0.116,5.569,1.807,2.364,38.36,3.52,0.24,0.604179167,0.909090909,116,50.9732016925247,49.2192379762648,7,7,"NON-REF","C"
"282","NRS18_PA_10034","NAP",62,0.459,87.071,6.73,3.972,165.27,3.19,15.02,0.3485,0,459,189.84485190409,82.6983135540287,6,6,"NON-REF","V"
"283","NRS18_WV_10008","SAP",67,1.471,30.598,12.805,12.844,2951.39,1.84,3.75,1.484877273,7,1471,361.212976022567,267.416198209452,4,5,"NON-REF","C"
"284","NRS18_NC_10006","SAP",45,0.37,22.875,5.433,4.71,596.37,2.52,4.37,0.575775909,10,370,153.258110014104,98.0637101811368,7,7,"NON-REF","C"
"285","NRS18_NC_10027","SAP",45,0.856,80.336,10.677,7.16,638.27,5.23,9.99,0.515172727,0,856,301.184767277856,149.073495731834,4,4,"NON-REF","C"
"286","NRS18_MD_11081","SAP",64,1.499,31.996,13.952,19.257,2633.8,1.77,4.13,0.27707013,0,1499,393.568406205924,400.936914428482,4,4,"NON-REF","C"
"287","NRS18_NC_10010","SAP",45,0.396,31.809,2.186,2.325,203.71,1.75,15.66,1.159109091,0,396,61.6643159379408,48.4072454715803,6,6,"NON-REF","V"
"288","NRS18_OK_10035","SAP",36,0.8,92,3.99,3.77,355,6.13,45.2,0.068181818,0,800,112.552891396333,78.4926087861753,5,5,"NON-REF","V"
"289","NRS18_NY_10051","NAP",58,0.488,32.701,0.067,0.365,262.2,7.44,4.32,0.515159091,35.23809524,488,1.88998589562764,7.59941703102228,6,6,"NON-REF","C"
"290","NRS18_TN_10015","SAP",67,0.229,10.814,1.142,2.016,208.19,0.79,2.08,1.371240909,0,229,32.2143864598025,41.9737663960025,8,8,"REF","V"
"291","NRS18_MD_10004","SAP",67,0.956,17.3,7.259,38.532,1165.15,2.13,3.03,0.272740909,0,956,204.767277856135,802.248594628357,6,5,"NON-REF","V"
"292","NRS18_KY_10005","SAP",69,0.411,17.784,2.042,397.69,2414.02,1.48,5.09,2.348518182,15.23809524,411,57.6022566995769,8280.03331251301,5,5,"NON-REF","C"
"293","NRS18_GA_10019","SAP",45,1.031,62.49,4.905,3.203,290.85,1.19,23.6,0.962140909,0,1031,138.36389280677,66.6874869872996,5,5,"NON-REF","C"
"294","NRS18_NH_10017","NAP",58,0.081,11.501,0.305,2.862,73.83,2.44,0.88,0.636377273,0,81,8.60366713681241,59.5877576514678,8,8,"REF","C"
"295","NRS18_NC_10001","SAP",45,15.4,1842.525,81.77,21.09,680.86,5.59,0.84,0.098486364,26.66666667,15400,2306.62905500705,439.100562148657,3,3,"NON-REF","C"
"296","NRS18_NY_10089","NAP",58,0.365,20.22,0.537,2.188,168.74,7.2,2.61,0.606684,0,365,15.148095909732,45.5548615448678,7,7,"NON-REF","C"
"297","NRS18_WV_10020","SAP",69,0.761,31.73,5.024,10.08,821.86,1.56,5.03,1.712177273,1,761,141.720733427362,209.868831980012,5,5,"NON-REF","C"
"298","NRS18_TN_10022","SAP",66,0.114,14.001,0.998,2.863,262.13,1,2.86,1.734854545,2.857142857,114,28.1523272214386,59.6085779721008,8,8,"REF","C"
"299","NRS18_GA_10015","SAP",66,0.524,29.038,2.125,2.375,629.41,0.96,8.5,0.136363636,0,524,59.9435825105783,49.4482615032272,6,6,"NON-REF","C"
"300","NRS18_KY_10197","SAP",69,0.21,15.864,5.191,13.618,670.77,1.16,7.01,3.924290909,11.42857143,210,146.431593794076,283.531126379346,5,6,"NON-REF","C"
"301","NRS18_NY_10080","NAP",83,1.514,20.096,5.36,6.46,2214.6,1.83,6.08,1.151572727,22.85714286,1514,151.198871650212,134.499271288778,5,5,"NON-REF","C"
"302","NRS18_PA_10037","NAP",60,0.368,42.488,4.167,2.196,468.29,3.08,2.07,0.58335,8.571428571,368,117.545839210155,45.7214241099313,7,7,"NON-REF","C"
"303","NRS18_TN_10033","SAP",66,0.206,7.578,0.378,2.384,164.21,0.55,1.02,3.174277273,0.952380952,206,10.6629055007052,49.6356443889236,7,7,"NON-REF","V"
"304","NRS18_KY_10010","SAP",69,0.444,50.453,11.858,109.946,1603.02,1.6,32.67,0.795472727,5,444,334.499294781382,2289.11097230897,4,4,"NON-REF","C"
"305","NRS18_NY_10259","NAP",58,0.265,25.148,11.068,3.783,767.47,1.04,4.38,0.454568182,47.61904762,265,312.214386459803,78.7632729544035,5,5,"NON-REF","V"
"306","NRS18_CT_10010","NAP",59,0.294,18.585,23.957,4.118,294.93,2.83,1.21,0.431831818,0,294,675.796897038082,85.7380803664376,8,7,"REF","C"
"307","NRS18_CT_10019","NAP",58,0.656,37.523,33.392,5.336,2192.82,2.99,3.4,0.363636364,0,656,941.946403385049,111.097230897356,6,6,"NON-REF","C"
"308","NRS18_NY_10068","NAP",83,1.438,77.806,33.178,70.33,5231.27,6.52,6.53,1.446981818,17,1438,935.909732016925,1464.29315011451,3,3,"NON-REF","C"
