"","SITE_ID","lat","long","ecoregion_3","elevation","slope","ws_area","ws_precip","ws_temp","ws_runoff","bfi_ws","perm_ws","erod_ws"
"177","NRS18_NH_10019",42.87761058,-70.99176953,59,2731,0.073246275,105.8652,1217.929838,8.879155381,555.2942752,50.80995171,18.98630734,0.211994508
"178","NRS18_NJ_10334",40.87942087,-74.17183043,64,6203,1.946666667,19.5759,1273.500247,11.92869234,479,45.60355846,7.345138614,0.191869339
"179","NRS18_CT_10003",41.39886615,-73.38664778,59,13720,1.1375,3.1257,1282.695482,9.892076241,667,48.42614454,8.62835013,0.229406853
"180","NRS18_MO_10012",36.78476931,-93.71442822,39,32935,0.230357143,481.5837,1161.582514,13.33339844,377.3096359,44.00743983,4.014757061,0.399107949
"181","NRS18_VA_10014",36.96819064,-80.64644699,66,72405,4.136666667,3.3624,1145.552149,11.22462054,522,50,18.11,0.25
"182","NRS18_MO_10041",37.2983489,-92.41283843,39,32919,0.005681818,648.6561,1150.626407,12.90780154,351.257388,36.45215469,4.510221734,0.375450745
"183","NRS18_OH_10026",41.29656907,-80.60143851,61,29907,0.048008603,44.0451,1000.243191,9.556702059,485,39.39914996,2.489010605,0.43146938
"184","NRS18_OH_10015",41.51412559,-80.73366923,61,29632,0.495147554,31.7313,1072.267677,9.217546136,407.882378,29.91320872,1.66,0.39
"185","NRS18_PA_10008",40.52158443,-79.39898471,70,27231,0.2475,76.7124,1064.665327,10.08296783,615.1625839,37.65359707,5.053790652,0.343733047
"186","NRS18_OH_10025",41.09967638,-80.60824166,61,28849,0.921875,22.8006,988.2306189,9.545613404,403.0855767,36.41837057,5.260161048,0.392214415
"187","NRS18_NC_10030",35.67727845,-78.15344368,45,4683,0.176666667,9.1197,1178.955695,15.71466093,384,38.04470542,6.270218099,0.199647686
"188","NRS18_VA_10001",38.39532786,-77.9554202,64,8328,0.166666667,20.214,1111.669663,13.29608714,438,47.61785396,5.063903384,0.346926536
"189","NRS18_GA_10006",34.30314742,-84.47051375,66,33428,0.100761421,7.7157,1363.260643,15.10709093,580,61.15572145,5.734970255,0.25
"190","NRS18_MA_10005",42.68029518,-71.14519819,59,818,0.086585366,178.3332,1217.501412,9.430021355,552.8119133,55.44180108,23.08401412,0.189044199
"191","NRS18_RI_10002",41.8801386,-71.38130481,59,791,0.129721876,1248.5124,1248.455981,9.383805913,697.2737328,53.74266167,14.26278774,0.201828946
"192","NRS18_MO_10019",37.91398474,-90.82499626,39,28144,0.345833333,18.6156,1110.783455,12.70876185,354,30.86298588,5.373763295,0.37
"193","NRS18_RI_10020",41.41651992,-71.79748593,59,705,0.04204083,627.7995,1237.359876,9.987522965,699.6155558,65.70149164,17.79745151,0.228584757
"194","NRS18_VT_10005",43.79297219,-72.67631186,58,17808,0.394166667,612.7542,1323.230627,4.949300152,641.7932768,48.30741968,6.174417233,0.353227552
"195","NRS18_GA_10025",34.66690676,-84.94212879,67,19711,0.055595238,62.1414,1348.538474,15.38869229,641.8245662,45.16678736,4.100634215,0.327972656
"196","NRS18_MO_10031",38.01493863,-91.79721698,39,25065,0.319444444,45.7389,1182.304003,12.76758407,316.5250585,21.34773027,2.661134374,0.372669566
"197","NRS18_MO_10021",38.28136274,-91.37650313,39,21072,0.1177,1057.6656,1152.378025,12.7143036,322.9137139,22.02368395,4.044398894,0.392133096
"198","NRS18_MO_10010",38.24012139,-91.80404806,39,17883,0.038209941,8036.5977,1148.3716,12.89129071,349.3241274,30.66626493,4.451591455,0.380469
"199","NRS18_IN_10003",38.35094737,-86.61831615,71,17242,0.290666667,6.426,1216.481197,12.50563856,464.4285714,25.24593838,3.43,0.38
"200","NRS18_MA_10009",42.17895912,-72.36887881,59,8965,0.205862978,1672.9353,1220.53796,8.275575171,472.7224348,51.57951912,12.29091486,0.190546439
"201","NRS18_NY_10022",42.01278309,-75.77945713,60,25585,0.036421911,5509.602,1103.904236,7.348554941,572.9657106,43.64618738,5.258124509,0.319675554
"202","NRS18_IN_10498",38.62574514,-86.42670129,71,18959,0.0792,142.8336,1181.905004,12.56435628,426.641849,25.57893941,3.137418087,0.340225451
"203","NRS18_IN_10053",39.14069284,-86.53345714,71,21305,0.5595,14.5926,1192.218397,11.98241503,423.2487973,24.551252,3.15,0.34
"204","NRS18_NY_10002",42.42296932,-75.63216966,60,29175,0.060833171,1231.0848,1098.038958,7.45516684,582.879711,46.24538553,5.069992565,0.318523122
"205","NRS18_MA_10008",42.03198917,-71.60830093,59,6378,0.129573961,657.1143,1229.619818,9.160034762,697.3597812,53.24928266,12.95596904,0.199217903
"206","NRS18_WV_10181",39.5594013,-79.98095209,70,28557,0.8825,40.5,1187.579866,10.6593054,542.6128,30.80557778,6.273903556,0.345288222
"207","NRS18_NH_10011",44.7129621,-71.1726973,58,35583,0.081576715,2993.3235,1176.974892,3.508943769,667.0405676,47.55193331,7.052469897,0.225921412
"208","NRS18_OK_10920",35.46898544,-94.95436269,37,14234,0.127730234,7.1811,1187.057657,15.97130245,490,27.75385387,3.764328863,0.362717132
"209","NRS18_NY_10066",42.07086032,-75.80974005,60,25435,0.036421911,5825.5425,1104.274331,7.366759179,572.870016,43.40766435,5.158904436,0.320330341
"210","NRS18_RI_10005",41.4211113,-71.79528015,59,791,0.113513514,71.7426,1210.207363,10.0296669,699.6384575,63.82837394,13.59121422,0.232546353
"211","NRS18_PA_10042",41.89076505,-79.99304337,61,35342,0.0004875,1014.2055,1210.580834,8.117166974,665.4889666,36.10046988,6.594766442,0.331976697
"212","NRS18_PA_10014",41.02419317,-80.16322399,61,32690,0.113333333,779.7186,1061.41389,9.191037628,491.4277005,39.46773836,7.215202319,0.390848221
"213","NRS18_PA_10039",39.92537688,-80.50520104,70,26348,0.155769231,187.4538,1092.799398,9.915184363,428.9148462,34.93348921,4.511021212,0.400224455
"214","NRS18_WV_10013",39.31011106,-80.27189457,70,29429,1.059375,8.1387,1120.893323,11.06152813,548,28.03505474,4.71,0.35
"215","NRS18_RI_10201",41.83832365,-71.61173317,59,9718,0.702380952,12.4389,1289.47439,9.449994304,668,55.96534259,9.154043846,0.225849794
"216","NRS18_CT_10032",41.60048759,-72.75885445,59,3115,0.9,8.6337,1285.631078,10.18918246,691.1638695,50.22026478,17.13341082,0.234108204
"217","NRS18_TN_11090",35.73083825,-84.32573156,67,22581,0.016483372,31477.7862,1295.676296,12.54254753,639.9213984,54.1670904,7.91786061,0.271988824
"218","NRS18_GA_10005",33.31357506,-84.17306649,45,20252,0.087962963,138.7152,1251.90125,16.57556087,415.8844597,45.78298557,4.453865748,0.261903872
"219","NRS18_TN_10008",36.12507566,-83.18162197,67,31331,0.037762595,4395.0258,1191.795471,12.35020242,622.1348184,52.78732541,6.256871956,0.276503622
"220","NRS18_NY_10041",42.08366265,-76.29192789,60,23754,0.036633257,11857.3902,1086.211403,7.473224832,553.6125305,44.371756,5.16078184,0.321410354
"221","NRS18_NJ_10002",41.27242262,-74.84021528,67,11072,0.069332742,9092.7027,1194.514291,7.340922942,550.0791076,43.52050227,4.056867073,0.311809232
"222","NRS18_NY_10020",42.02895484,-76.39830205,60,23302,0.036633257,12271.7376,1082.737366,7.488650924,549.3180212,44.2335217,5.135846342,0.321891107
"223","NRS18_CT_10009",41.39509228,-73.42907896,59,12341,0.62375,99.2817,1270.483195,9.848878179,643.0579986,49.72111175,12.35860098,0.213764742
"224","NRS18_ME_10017",43.21747802,-70.65012175,59,4028,0.427272727,6.9354,1243.57021,8.53929485,613,49.05839606,9.16,0.209114975
"225","NRS18_NY_10021",41.2925655,-74.47550692,67,11848,0.00625,261.8163,1219.859175,9.590794472,571.6203323,42.95630562,7.906407573,0.223737621
"226","NRS18_NY_10064",42.45675271,-75.57029949,60,29308,0.062817227,1178.0784,1098.074157,7.443213384,583.0092805,46.35397135,5.062724221,0.318176315
"227","NRS18_MA_10016",42.85435688,-70.92492707,59,176,0.479175052,149.1273,1227.106705,8.917663784,555.2062439,51.11662251,17.20291116,0.211340338
"228","NRS18_GA_10014",33.54325251,-83.50925108,45,16964,0.357347055,9.6822,1206.883692,16.79421452,430,53.28527607,4.1123285,0.263130693
"229","NRS18_OH_10021",40.63224262,-81.70202657,61,32386,0.986666667,3.8106,1009.088534,10.29594646,394,38.96551724,3.250661313,0.41
"230","NRS18_NC_10023",35.84307624,-81.96907489,66,47190,0.971250971,56.3337,1279.472047,11.73101308,699.1725592,59.25025163,8.970693848,0.245996517
"231","NRS18_OH_10022",40.7153895,-81.71384549,61,31197,0.953333333,6.3414,1001.161829,10.13685631,394,39.35906898,3.25,0.402523418
"232","NRS18_MO_10026",37.2756016,-92.44534107,39,33875,0.001546875,523.4787,1150.069338,12.89413464,351.2901694,36.40414653,4.539587359,0.375253601
"233","NRS18_VA_10013",37.3109561,-82.28885525,69,33977,0.726666667,16.0227,1131.813404,12.43259571,454,34.00516767,10.01958602,0.29
"234","NRS18_TN_11089",35.08189896,-85.27878753,67,19316,0.024522305,55094.1651,1327.026748,12.98015853,646.6172564,50.37547849,7.355209964,0.286090682
"235","NRS18_PA_10218",41.85042424,-78.82659517,62,57756,5.106333333,2.4084,1187.004982,6.839364142,641,42.08893871,10.93721226,0.274730942
"236","NRS18_KY_10032",37.1848127,-88.23837008,71,9205,0.026590936,45366.6258,1320.460022,13.80551321,606.6028328,31.43123128,5.352345087,0.337631451
"237","NRS18_AL_10023",34.7555821,-85.68075739,68,40170,0.041071429,66.6954,1384.238689,14.08049703,735.7579143,37.64440126,4.936457372,0.240435592
"238","NRS18_PA_10018",41.74655583,-79.30664962,62,36019,2.465625,10.4724,1161.485136,7.404770665,661,44,13.75385356,0.25695428
"239","NRS18_MO_10051",38.40647881,-90.38821011,39,14552,0.80625,3.8709,1097.540601,13.48461973,244,25,3.296289235,0.369002558
"240","NRS18_MO_11111",36.79795859,-92.82411663,39,26579,0.146627566,464.652,1155.520801,13.14217214,348.8862303,38.46479042,3.651335031,0.389885605
"241","NRS18_NJ_10007",40.75796391,-74.16350611,64,29,0.030559732,2383.1838,1272.114078,10.50226584,478.8356956,44.11577118,8.794054099,0.217665233
"242","NRS18_NJ_11083",40.85890253,-74.11904238,64,36,0.030559732,2291.8653,1272.640889,10.4469817,478.8520387,44.26886842,8.85052981,0.218301378
"243","NRS18_MO_10213",36.56088351,-94.14868317,39,32372,0.48,12.51,1176.581103,13.79296729,360,45.21460432,4.889263309,0.372328777
"244","NRS18_OH_10007",40.58128227,-81.39514041,70,26561,0.039622163,2881.8549,988.9341394,10.20578877,394.388585,41.36461423,5.65040884,0.384804246
"245","NRS18_NY_10065",41.31781455,-74.47483104,67,11573,0.040817659,583.5708,1194.895061,9.63633724,572.9326586,46.09389246,5.849050886,0.248664923
"246","NRS18_OH_10004",41.15905547,-81.81774278,61,27840,0.3125,93.2625,976.1814383,10.03553217,361.2457322,38.50631604,2.672583546,0.399662244
"247","NRS18_CT_10037",41.51043914,-72.49660533,59,2998,1.286111111,38.943,1288.159285,9.694698839,679,51.41670904,8.569553039,0.233126647
"248","NRS18_VA_10011",38.43496646,-77.52442813,45,6004,0.158333333,26.919,1069.356551,13.25114865,402.2082247,32.23590772,4.676681043,0.309620863
"249","NRS18_MD_10013",39.29386819,-79.46484146,67,74546,0.55,2.6955,1263.835193,8.472997189,672,39,16.75422371,0.276734558
"250","NRS18_MO_10214",38.07667291,-93.67149884,39,21548,0.225,9.9648,1101.753697,13.19877452,328,23.70339595,4.349617052,0.338695809
"251","NRS18_PA_10217",41.80463607,-77.49244816,62,56336,2.438888889,9.3933,944.4817388,6.970076583,521.7073872,35.25428763,3.28,0.34
"252","NRS18_VA_10022",36.72157734,-81.47754244,66,90153,2.934375,5.0382,1301.646628,10.08929906,512.192926,54.96588067,14.74425509,0.268288675
"253","NRS18_VA_10006",36.96530197,-82.05179538,67,48566,0.458211144,1222.6797,1164.546035,11.40583461,494.0933279,48.01353592,5.053323015,0.323684217
"254","NRS18_GA_10036",33.92561918,-85.34711959,45,28757,1.346666667,4.2714,1337.805627,15.16519955,699.8592499,45.21849979,3.864289928,0.263893805
"255","NRS18_NC_10012",35.73298947,-78.97088818,45,7441,0.339333333,1.4526,1175.620143,15.27957266,360,26,3.12,0.27
"256","NRS18_VA_10004",37.05594983,-80.29942914,66,71937,0.28,10.6146,1059.580918,11.26961567,508.3452603,49,8.021011531,0.223377989
"257","NRS18_VT_10003",43.04999043,-72.72147657,58,24519,4.86875,4.6998,1287.332372,6.167186082,725,43.48008426,5.731658368,0.440241287
"258","NRS18_AL_11088",34.12275721,-85.73654963,67,15955,0.011964871,14429.7108,1381.655418,15.25476146,634.1022175,50.62899005,4.591315565,0.293085258
"259","NRS18_WV_10005",37.54136091,-82.03360839,69,23231,0.150501515,1649.5353,1116.050118,11.93478342,436.7107196,44.04803535,7.144471598,0.297459659
"260","NRS18_NY_10700",41.24631379,-74.16997129,58,14067,0.260335312,97.2,1252.688037,10.0444138,478.7429722,43.68153704,7.398415241,0.241793426
"261","NRS18_NC_10037",35.63322712,-79.53601686,45,14005,0.6625,40.023,1179.983353,15.22554814,366,28.1234765,4.623272993,0.322168428
"262","NRS18_VT_10004",42.94638873,-72.87177843,58,53673,1.80625,13.104,1505.980028,4.394212171,862,45.15611264,4.132445055,0.392912088
"263","NRS18_NY_10063",41.25327075,-74.37718333,67,15244,0.105681818,89.6472,1223.13829,9.651638376,570.370161,42.93763553,7.95946186,0.264520219
"264","NRS18_KY_10029",37.80267049,-82.79124437,69,18321,0.023989617,5115.8187,1125.30333,12.55920596,444.9591782,33.6034128,9.752338065,0.289244869
"265","NRS18_OH_10010",38.82668231,-83.01768675,70,15617,0.027779818,16758.4527,1003.332249,11.05742409,341.884877,28.36109578,3.320302088,0.365800007
"266","NRS18_VA_10008",37.31028069,-80.68118682,67,48566,0.271428571,808.2162,1030.531456,11.17664879,431.8970822,46.10056814,8.242463458,0.304002425
"267","NRS18_NY_10399",41.44438306,-74.38130514,67,13390,2.2625,33.6492,1131.306846,10.01689203,573,43.95862309,3.86822082,0.266205734
"268","NRS18_NY_10054",41.82692272,-74.77446161,60,54853,12.76666667,1.0719,1329.230631,6.443885155,503.5768262,48,2.763484467,0.291788413
"269","NRS18_NY_10039",42.54433045,-74.95157006,60,34774,0.029524217,849.9087,1122.224294,7.082491461,573.7189739,44.23389912,5.512413394,0.315486153
"270","NRS18_NC_10032",35.87880495,-82.07960048,66,83580,3.63,2.4642,1422.632925,10.73891894,622,58.041271,6.934035793,0.24958729
"271","NRS18_WV_10009",38.14841523,-82.210465,70,19057,0.4875,24.3936,1147.760312,12.85078038,457.03933,30.01682409,2.294881198,0.399955357
"272","NRS18_OH_10031",39.29524891,-82.43440894,70,21845,0.078586697,248.5062,1031.406071,11.03128628,398.2432438,29.96344317,5.360174853,0.37838435
"273","NRS18_OH_10658",39.30687601,-82.85680644,70,19853,0.235,97.6536,1005.057156,10.96559903,343,30.41859286,4.163621157,0.384499097
"274","NRS18_VT_10014",44.2982896,-72.94783568,58,25435,3.291071429,16.1109,1503.878078,4.6216601,629,45.91587062,6.894741076,0.344115971
"275","NRS18_WV_10019",39.96504668,-80.58732134,70,24205,0.128257747,469.2627,1063.696342,9.963289158,428.8891452,36.0068354,4.49913041,0.396660414
"276","NRS18_SC_10779",34.61170055,-82.43868786,45,20021,0.118742282,1100.9673,1428.087111,15.21420947,407.5005391,64.1752657,5.072199132,0.247668759
"277","NRS18_KY_10003",37.20463231,-83.52786634,69,37714,8.86,0.4554,1213.049857,12.91549057,531,28.76284585,6.06,0.31
"278","NRS18_OK_10024",34.53125675,-94.71441654,36,25563,0.530882353,126.6903,1536.910347,15.42450746,648.2764,19.74025873,4.873378349,0.359417903
"279","NRS18_OK_10040",35.98696287,-94.91588598,39,22538,0.09101,2338.9785,1215.687564,14.48191081,378.1168425,41.32558598,4.232141908,0.388828131
"280","NRS18_KY_10004",36.93503474,-85.77766442,71,21348,0.273863636,36.4176,1263.895896,14.24460048,542.7980427,31.01594009,3.08,0.409830961
"281","NRS18_NH_10012",44.07648454,-71.79800264,58,38561,3.6225,19.5246,1385.739518,4.465809302,680.971559,48.82769429,9.163083802,0.18565502
"282","NRS18_PA_10034",41.41240829,-74.74692932,62,15814,3.71,16.506,1235.607499,8.79350284,637,43.17900763,15.04801688,0.244240458
"283","NRS18_WV_10008",39.2489047,-77.81410271,67,10022,0.073792569,7789.3533,1021.47138,11.47243077,358.7066488,46.07120562,8.393683705,0.302448994
"284","NRS18_NC_10006",36.48170984,-77.65994012,45,1930,0.602103284,21903.7806,1138.870946,13.82480344,368.5940509,47.04712671,4.647418465,0.282812478
"285","NRS18_NC_10027",35.50851802,-78.9607055,45,4089,0.067160971,8639.3502,1158.278777,15.19256927,363.1237577,33.43531576,4.135749889,0.296975666
"286","NRS18_MD_11081",39.26544769,-77.53817853,64,6456,0.042294314,24996.4011,1016.677872,10.94842937,394.9598333,43.61837898,10.13001074,0.298561724
"287","NRS18_NC_10010",35.82240637,-81.18403673,45,25613,0.033049,3398.7924,1268.016351,13.57252411,698.4990939,57.8316545,5.99133972,0.242464067
"288","NRS18_OK_10035",34.22702062,-95.49316527,36,12198,0.031620553,3659.1543,1301.926893,16.32657777,480.6503703,15.63862871,4.532036565,0.354640521
"289","NRS18_NY_10051",43.65605765,-75.56437327,58,59049,1.163333333,2.853,1502.988998,4.754135702,705.2429022,50,2.68,0.31
"290","NRS18_TN_10015",35.21876506,-84.65150132,67,20818,0.006561249,3520.8999,1519.953157,13.36158619,774.9657103,58.93168241,9.29243398,0.247627769
"291","NRS18_MD_10004",39.59856395,-77.88460965,67,10343,0.024421001,12780.7956,1009.777395,10.38859029,409.3325796,39.28591009,12.26565348,0.29507534
"292","NRS18_KY_10005",37.29617561,-83.06281405,69,34450,1.153333333,2.7702,1161.395548,13.34299666,463,30.93924626,6.06,0.31
"293","NRS18_GA_10019",33.87507025,-84.4490267,45,23198,0.148082334,3745.5813,1474.306572,14.89822403,609.2668721,62.62318944,5.016978293,0.245224829
"294","NRS18_NH_10017",44.40314923,-71.11012364,58,22545,2.648214286,10.6299,1272.154161,4.615825331,673.3618661,46.79730759,6.392258065,0.250039793
"295","NRS18_NC_10001",35.04365233,-80.46558258,45,13989,0.010858686,327.987,1159.574809,16.13906034,375.375024,26.88914469,3.398436188,0.389349834
"296","NRS18_NY_10089",43.66567926,-75.29471159,58,34735,1.1125,50.7834,1213.873929,5.893232992,873,52.54824017,21.42557275,0.258818807
"297","NRS18_WV_10020",38.12790131,-81.21958276,69,18907,0.072797158,21430.3707,1143.655783,10.61653829,554.2305021,44.60076838,8.710083886,0.294521633
"298","NRS18_TN_10022",35.95872233,-82.8793366,66,42274,1.2671875,59.0508,1245.426979,12.03901868,661.6452478,54.57186185,9.613828263,0.251283911
"299","NRS18_GA_10015",34.51919527,-84.59084079,66,28579,0.243131534,230.5368,1439.934496,14.79807866,643.3638777,62.41083419,5.719432329,0.260697867
"300","NRS18_KY_10197",37.373546,-83.39008857,69,26057,1.286666667,4.9347,1191.664434,13.16609433,467.1479117,28,6.06,0.31
"301","NRS18_NY_10080",43.76853788,-75.50135516,83,34150,0.252083333,9.0099,1391.838712,5.749803871,873,48.2528219,4.151834982,0.317641594
"302","NRS18_PA_10037",41.68354974,-75.10842232,60,28425,0.613333333,40.3938,1172.314673,7.597080345,497.63687,41.19112339,2.532147632,0.325553674
"303","NRS18_TN_10033",36.07871308,-82.50089682,66,56880,3.395,12.789,1324.32507,11.19044698,622,55.52589726,9.434356087,0.25
"304","NRS18_KY_10010",37.97942909,-82.67112507,69,16958,0.033807533,5905.2096,1125.435323,12.58556177,442.9813191,32.60509386,9.905913589,0.290510231
"305","NRS18_NY_10259",43.56223367,-75.98671449,58,22829,1.003333333,0.3366,1323.602555,7.17518732,829,49.86631016,19.71,0.24
"306","NRS18_CT_10010",41.77170515,-72.90107758,59,7045,0.494804552,964.5084,1308.593245,7.987834533,696.3818505,47.47262512,10.03061763,0.23034531
"307","NRS18_CT_10019",41.95383642,-73.36991106,58,16391,0.104332947,1634.1984,1211.577423,7.563052423,662.4462858,45.97073923,9.038208196,0.259854977
"308","NRS18_NY_10068",43.00710779,-76.68105289,83,12040,0.556666667,25.8129,928.7123871,8.952886309,414,63.54991109,2.435748056,0.343140407
"309","NRS18_NH_10003",44.39319253,-71.21993301,58,29156,1.792045455,58.8249,1396.27421,4.293660567,667.2242622,47.65690549,9.912082893,0.244737076
"310","NRS18_NY_10704",43.11603271,-75.22303996,83,12382,0.022520088,748.5993,1244.687404,7.141819516,784.9731418,57.22508076,6.442810541,0.311702079
"311","NRS18_RI_10202",41.72766385,-71.75491447,59,12770,0.330338266,30.6018,1288.426872,9.384640236,688.2125463,55.67422505,8.147606905,0.229185048
"312","NRS18_MA_10001",42.63170739,-72.12900217,58,24800,0.087210146,486.9639,1209.664459,7.379809205,637.9159482,48.38112928,11.56229971,0.211146726
"313","NRS18_AL_10189",34.9801642,-86.82705852,71,26829,0.97,0.2124,1434.0315,14.92318386,688,36,3.21,0.4
"314","NRS18_NY_10012",42.82852428,-73.98933489,59,6383,0.017609032,8523.1611,1162.43497,6.940229555,696.3423753,45.58613633,6.228222187,0.318508156
"315","NRS18_WV_10006",38.3571113,-82.22414472,70,16648,0.030132458,3283.7886,1186.274417,12.0978478,487.2210179,39.19149555,9.810055357,0.297743414
"316","NRS18_NH_10001",43.8187932,-71.19523953,58,12793,0.026388889,56.8521,1331.068992,6.220067219,747,57.65551141,19.0468502,0.214503
"317","NRS18_NY_10034",42.31674129,-75.94377155,60,28385,0.085748585,1874.1303,1094.46752,7.308605405,578.4078935,48.36366644,5.62766327,0.323291812
"318","NRS18_NH_10031",43.91904738,-71.53722396,58,40256,8.98,2.9646,1411.174757,4.711920591,778,52.93989071,9.608530662,0.206250759
"319","NRS18_NY_10090",42.19853305,-77.41110065,60,31495,0.106545442,901.0647,943.943307,7.349136854,381.318702,36.29921203,5.160000899,0.323732624
"320","NRS18_NY_10081",42.03474667,-77.55208966,60,47978,1.48,35.5275,977.5556241,7.102215717,380.0191007,34.99810006,3.380219126,0.310497023
"321","NRS18_WV_10004",38.46936013,-82.27877882,70,16994,0.344444444,9.5562,1075.328675,12.63052693,401.8623093,29.44396308,2.28,0.34
"322","NRS18_KY_10015",37.56410309,-82.45177334,69,22165,0.284894011,144.342,1120.200569,12.64704989,430.3653947,33.52002743,11.46514141,0.289387205
"323","NRS18_DE_10014",39.78264653,-75.70137914,64,7174,0.813333333,4.2327,1172.978,11.91414502,538,53.26281097,3.99,0.32
"324","NRS18_PA_10816",40.85725591,-77.48308446,67,31300,0.1765625,233.4141,1066.84474,8.758695171,557.3846169,57.29858608,11.76818087,0.277905911
"325","NRS18_WV_10011",37.78563275,-80.90760137,69,38569,0.144524334,16232.7195,1100.559289,10.77260451,499.4971196,47.93003193,8.207836322,0.292060201
"326","NRS18_KY_10011",37.04281754,-84.04662422,68,32999,0.061363636,135.3726,1236.066277,12.97902713,627.6375337,29.85346444,4.601142314,0.37177171
"327","NRS18_KY_10007",37.62116492,-83.49985783,69,21298,0.033261236,3124.1907,1177.433588,12.97605124,463.3519206,30.00795259,6.163554518,0.309436431
"328","NRS18_NH_10006",43.83946786,-71.89916744,58,16375,0.198333333,220.5945,1187.519466,5.558281053,772.188613,47.42777993,14.88571233,0.213322576
"329","NRS18_NH_10009",43.69266632,-72.27664413,58,13750,2.72625,42.6825,1059.875851,6.452540721,548,46.99917765,8.379694465,0.287463996
"330","NRS18_PA_10010",40.49179697,-76.94812928,67,10912,0.056038653,50862.6972,1069.190629,8.071499674,542.9412566,42.94813336,7.491493746,0.307254311
"331","NRS18_TN_10490",35.76445312,-86.16621375,71,20652,0.410714286,47.5677,1369.808704,14.39168141,630.9495393,29.7778934,4.143085539,0.328373602
"332","NRS18_AL_10018",33.01342379,-87.08607699,67,6290,0.063091483,2403.4266,1424.081532,17.06413136,573.9013819,35.82612263,4.142608395,0.297431276
"333","NRS18_PA_10220",41.39756309,-76.5766731,62,46795,3.56,2.8395,1210.450567,7.365599264,639,37,2.45,0.33
"334","NRS18_WV_10018",39.36758388,-81.2372602,70,19267,0.083653846,61.1154,1141.724216,11.79186203,516.8998616,21,2.999042205,0.330478308
"335","NRS18_ME_10004",43.49885439,-70.46422695,59,1443,0.174394792,4366.017,1315.624774,6.284478247,745.6571454,54.65770429,17.66864438,0.210180579
"336","NRS18_NY_10004",43.53157794,-74.55172604,58,58573,2.422916667,9.0837,1536.031801,4.472218411,668.837313,53.07946101,8.093919548,0.37139998
"337","NRS18_ME_10012",43.49893734,-70.48889328,59,1535,0.004,4328.4501,1316.388523,6.265862188,745.7096213,54.65024247,17.6587601,0.209985555
"338","NRS18_AL_10188",33.72118069,-87.27143789,68,10003,0.476666667,5.4729,1457.707128,16.59045727,650,30.9802664,4.08,0.31
"339","NRS18_AL_10191",33.87272556,-85.5809654,67,36699,4.13,1.1214,1373.133843,14.33101214,650.0152488,45,4.696452648,0.237223114
"340","NRS18_PA_10027",41.71462403,-76.32307464,60,19549,0.050644451,21332.7549,1021.193538,7.587363696,487.8260005,41.13300451,4.936976681,0.324674503
"341","NRS18_ME_10193",43.62200793,-70.86188808,58,12751,0.047916667,91.1169,1252.664904,7.251564623,741.4211337,57.58594838,27.7256934,0.174047372
"342","NRS18_GA_10010",33.17345556,-83.82379567,45,11350,0.032300404,4108.7259,1260.885116,16.42292961,416.3119818,49.71595121,5.117253359,0.255150043
"343","NRS18_KY_10018",37.77319971,-82.32323926,69,18696,0.081279185,2681.4375,1129.689033,12.25131817,436.4544144,41.00421162,8.101854495,0.294553878
"344","NRS18_ME_10044",44.14003785,-70.28093883,58,8075,1.0825,19.0161,1224.347181,6.943219422,719,56.80169435,4.542028965,0.22
"345","NRS18_ME_10008",43.76644418,-70.76903158,58,15190,3.583587171,0.9846,1283.509049,6.283679167,747,57,19.87507313,0.201042048
"346","NRS18_AL_10025",34.25714781,-87.37077566,68,15956,0.055162979,261.3195,1484.440904,15.64165242,637.373498,33.49612371,6.759895232,0.249953781
"347","NRS18_NY_10072",44.65750472,-74.00524373,58,48970,3.203333333,1.1079,1159.148919,5.160969143,601.1372868,60,7.689561332,0.233736799
"348","NRS18_NY_10055",44.13594453,-74.15509121,58,60326,0.973333333,4.7745,1269.539897,4.311853472,723,56,6.310525919,0.282397738
"349","NRS18_NY_10071",44.49954119,-74.88521954,58,28886,0.80125,52.0551,1108.608237,5.700474137,723,58.86915403,30.90003988,0.219816906
"350","NRS18_ME_10019",44.9387264,-69.32349831,82,8632,12.9,4.8114,1114.17299,5.946170056,676,46,4.36,0.22
"351","NRS18_OK_10031",34.97090951,-96.22299622,37,20819,0.059090909,68941.4058,537.1508003,12.73143221,69.11863925,29.23781606,5.807770691,0.290703312
"352","NRS18_IN_10015",39.2617471,-86.79815932,71,15837,0.033159287,7766.2476,1073.78344,11.03532306,376.7228362,29.21103597,3.178393255,0.359221133
"353","NRS18_NY_10268",44.60827665,-73.96279699,58,45440,0.43,2.6703,1133.241378,5.176664007,541.562184,60,6.064701719,0.236511628
"354","NRS18_PA_10011",40.93107454,-80.37396527,61,22930,0.057682114,5752.3716,1016.009679,9.546258765,442.7736355,37.32390475,3.844452037,0.401583771
"355","NRS18_NJ_10008",41.31137809,-74.79188278,67,11382,0.058088876,9012.3966,1194.20307,7.328607026,549.304588,43.50968396,4.000844933,0.312108594
"356","NRS18_ME_10005",45.25733285,-68.94965527,82,7925,0.024818109,851.7393,1230.852375,4.623027854,739.7691607,50.00139268,8.019001825,0.211335884
"357","NRS18_PA_10045",41.0479924,-79.6624337,70,25381,0.038929895,20045.8296,1153.693312,7.747508738,659.4862191,40.68944209,7.487658224,0.316273317
