SID,ALTSID,NOTES,FID,GENUS,SPECIES,GID,ITISTSN,COMMONNAME,OTHERNAMES,FamilyNumber,NATIVE,NONFEED,BENTHIC,SURWCOL,ALGPHYTO,MACVASCU,DETRITUS,INVLVFSH,FSHCRCRB,BLOOD,EGGS,OTHER,MAXTL,MATUAGE,LONGEVITY,FECUNDITY,SERIAL,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,SEASON,REPSTATE,A_1_1,A_1_2,A_1_3A,A_1_3B,A_1_3C,A_1_4,A_1_5,A_1_6,A_2_3A,A_2_3B,A_2_3C,A_2_4A,A_2_4C,B_1_3A,B_1_4,B_2_2,B_2_3A,B_2_3B,B_2_4,B_2_5,B_2_6,B_2_7A,B_2_7B,B_2_7C,C1_3_4_C24,EURYHALINE,MINTEMP,MAXTEMP,LONGCENTROID,LATCENTROID,MUCK,CLAYSILT,SAND,GRAVEL,COBBLE,BOULDER,BEDROCK,VEGETAT,DEBRDETR,LWD,PELAGIC,PREFLOT,PREFLEN,POTANADR,LACUSTRINE,LOWLAND,UPLAND,MONTANE,LARGERIV,SMALLRIV,SPRGSUBT,CREEK,SLOWCURR,MODCURR,FASTCURR,AREAKM2,PERIMETER,PATCHES,LATRANGE,LONRANGE,LISTED,REASON,LIST1,LIST2,LIST3,LIST4,LIST5,EXTINCT
Aclara,Aclara,14,Percidae,Ammocrypta,clara,Ammocryp,168515,western sand darter,.,350,1,0,1,0,0,0,0,1,0,0,0,0,7.1,1.0,2.0,324,1,0.00,0.00,0.00,0.00,0.00,0.50,1.00,0.00,0.00,0.00,0.00,0.00,1.50,WI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.6,31.9,364748.93111,1796590.03832,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,413942,6901,10,1874,1261,1,3,1,0,0,0,0,O
Ameridia,Emeridia,240,Percidae,Ammocrypta,meridiana,Ammocryp,168516,southern sand darter,.,350,1,0,0,0,0,0,0,1,0,0,0,0,5.8,-555.0,-555.0,-555,-555,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,AL,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,0.7,32.9,794479.67549,1124313.70397,0,0,1,0,0,0,0,0,0,0,0,1,0,-555,0,1,0,0,1,1,0,0,0,1,0,62889,1081,1,366,320,0,0,0,0,0,0,0,O
Apelluci,Apelluci,27,Percidae,Ammocrypta,pellucida,Ammocryp,168517,eastern sand darter,.,350,1,0,1,0,0,0,0,1,0,0,0,0,8.4,1.0,2.0,170,1,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,0.00,0.00,0.00,0.00,3.50,VA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3,29.7,1064741.22755,1962991.24410,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,392828,3975,2,1143,1174,1,3,1,0,0,0,0,O
Avivax,Avivax,40,Percidae,Ammocrypta,vivax,Ammocryp,168518,scaly sand darter,.,350,1,0,1,0,0,0,0,1,0,0,0,0,7.3,1.0,2.0,70,1,0.00,0.00,0.50,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,5.50,TX,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,34.0,372366.89218,1084413.70690,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,334151,4396,3,929,840,0,0,0,0,0,0,0,O
Aquadrac,Aquadrac,31,Gasteros,Apeltes,quadracus,Apeltes,166397,fourspine stickleback,.,291,1,0,1,1,1,0,0,1,0,0,0,0,6.6,1.0,2.3,60,-555,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,4.00,CN,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,1,-555.0,-555.0,2227487.51286,2828661.67584,1,1,1,0,0,0,0,1,0,0,0,-555,-555,-555,1,0,0,0,0,0,0,1,1,0,0,577143,11765,5,2463,1555,0,0,0,0,0,0,0,O
Asayanus,Asayanus,35,Aphredod,Aphredoderus,sayanus,Aphredod,164405,pirate perch,.,210,1,0,1,1,0,0,0,1,1,0,0,0,14.0,2.0,4.0,160,0,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.5,31.8,812051.28736,1437050.79370,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1585619,11265,2,2002,1907,0,0,0,0,0,0,0,O
Ainterru,Ainterru,18,Centrarc,Archoplites,interruptus,Archopli,168175,Sacramento perch,.,349,1,0,1,1,0,0,0,1,1,0,0,0,73.0,2.5,9.0,124720,1,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,5.00,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.7,34.4,-2157893.58183,1931027.36859,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,99826,1606,1,678,332,1,2,1,0,0,1,0,O
Aocellat,Aocellat,25,Cichlida,Astronotus,ocellatus,Astronot,169772,oscar,.,409,0,0,1,1,0,0,0,1,1,0,0,0,45.7,1.0,10.0,3000,0,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,5.00,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,O
Amexican,Amexican,22,Characid,Astyanax,mexicanus,Astyanax,162850,Mexican tetra,.,119,1,0,1,1,1,1,1,1,1,0,1,0,12.0,1.0,3.5,18714,0,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,NM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-555.0,-555.0,5555555.555555,5555555.555555,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,636138,9931,2,1564,1249,0,0,0,0,0,0,0,O
Aspatula,Aspatula,37,Lepisost,Atractosteus,spatula,Atractos,201897,alligator Gar,.,62,1,0,0,1,0,0,0,0,1,0,0,1,305.0,11.0,50.0,200000,0,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,TN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2,33.9,361708.20168,1100286.28928,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,563981,7729,4,1616,1287,1,3,1,1,0,0,0,O
Bbelizan,Bbelizan,41,Poecilii,Belonesox,belizanus,Beloneso,165913,pike killifish,.,266,0,0,0,1,0,0,0,1,1,0,0,0,14.0,0.5,2.5,600,1,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,6.50,Zzz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,O
Bsplende,Bsplende,791,Osphrone,Betta,splendens,Betta,172611,Siamese fighting fish,.,486,0,0,0,0,0,0,0,1,0,0,0,0,6.5,-555.0,2.0,500,0,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,Zzz,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,-1,-1,-1,-1,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,1,1,0,0,-555,-555,-555,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Z
Brerio,Brerio,792,Cyprinid,Brachydanio,rerio,Brachyda,163668,zebra danio,zebrafish,102,0,0,0,0,0,0,0,1,0,0,0,0,3.8,0.3,-555.0,500,1,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,Zzz,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,-1,-1,-1,-1,1,1,0,0,0,0,0,1,0,0,-555,0,1,-555,-555,-555,-555,-555,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Z
Ccallich,Ccallich,793,Callicht,Callichthys,callichthys,Callicht,164281,cascarudo,armored catfish,341,0,0,0,0,0,1,0,1,1,0,0,0,16.5,-555.0,-555.0,-555,0,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,Zzz,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,-1,-1,-1,-1,1,0,0,0,0,0,0,1,1,0,-555,0,1,-555,-555,1,0,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Z
Canomalu,Canomalu,45,Cyprinid,Campostoma,anomalum,Camposto,163508,central stoneroller,.,102,1,0,1,0,1,0,1,1,0,0,1,0,22.0,2.5,5.0,4800,0,0.00,0.00,0.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,2.50,NC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.9,31.6,301654.16320,1829966.81005,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,2722903,13332,2,2556,2818,0,0,0,0,0,0,0,O
Coligole,Coligole,122,Cyprinid,Campostoma,oligolepis,Camposto,163509,largescale stoneroller,.,102,1,0,1,0,1,0,1,1,0,0,1,0,22.0,2.0,5.0,1510,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,WI,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.3,32.2,618518.47235,1714045.34684,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,563856,5721,3,1655,1115,0,0,0,0,0,0,0,O
Cornatum,Cornatum,123,Cyprinid,Campostoma,ornatum,Camposto,163510,Mexican stoneroller,.,102,1,0,1,0,1,0,1,0,0,0,0,0,11.4,2.0,5.0,2000,0,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,6.00,AZ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-555.0,-555.0,-918475.36588,603894.10921,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,287125,3141,1,1020,815,1,3,1,0,1,1,0,O
Cpaucira,Cpaucira,124,Cyprinid,Campostoma,pauciradii,Camposto,163511,bluefin stoneroller,.,102,1,0,1,0,1,0,1,0,0,0,0,0,16.0,2.0,5.0,3000,0,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,GA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,32.6,1054747.67834,1165910.78969,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,48828,979,1,399,209,0,0,0,0,0,0,0,O
Cauratus,Cauratus,50,Cyprinid,Carassius,auratus,Carassiu,163350,goldfish,.,102,0,0,1,1,1,1,1,1,0,0,0,0,59.0,3.5,10.0,400000,1,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,NC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,O
Ccarpio,Cacarpio,42,Catostom,Carpiodes,carpio,Carpiode,163919,river carpsucker,.,105,1,0,1,0,1,1,1,1,0,0,0,0,64.0,3.0,10.0,300000,0,0.00,0.00,0.00,0.00,0.25,1.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,NC,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.8,33.3,-80752.44137,1637459.54808,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,2880051,13365,1,2692,2625,0,0,0,0,0,0,0,O
Ccyprinu,Ccyprinu,75,Catostom,Carpiodes,cyprinus,Carpiode,163917,quillback,.,105,1,0,1,0,1,1,1,1,0,0,0,0,66.0,4.0,10.0,63779,0,0.00,0.00,0.00,0.25,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,NC,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.7,29.6,408519.36986,2108965.68233,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,2364892,17877,5,2760,3016,0,0,0,0,0,0,0,O
Cvelifer,Cvelifer,156,Catostom,Carpiodes,velifer,Carpiode,163920,highfin carpsucker,.,105,1,0,1,0,1,0,1,1,0,0,0,0,50.0,3.0,8.0,62355,0,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.75,NC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.0,31.5,507487.65604,1711835.07864,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1110876,11451,7,1775,1885,0,0,0,0,0,0,0,O
.,Csp,147,Catostom,Catostomidae,.,Catostom,.,.,Little Colorado River sucker,105,1,0,1,0,1,1,1,1,0,0,0,0,50.0,-999.0,-999.0,-999,0,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,AZ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.8,31.0,-1285547.90474,1351379.79511,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,18357,557,1,161,208,0,0,0,0,0,0,0,O
.,Msp,501,Catostom,Catostomidae,.,Moxostom,.,.,grayfin redhorse,105,1,0,0,0,0,0,1,1,0,0,0,0,40.6,-555.0,6.0,13000,0,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,AL,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,-555.0,-555.0,5555555.555555,5555555.555555,0,0,1,1,1,1,1,0,0,0,0,1,0,-555,0,1,0,0,1,1,0,0,0,1,1,51238,1504,1,591,206,0,0,0,0,0,0,0,O
.,Csp1,148,Catostom,Catostomidae,.,Catostom,.,Salish sucker,.,105,1,0,1,0,0,0,0,1,0,0,0,0,25.0,3.0,5.0,20000,0,0.00,0.00,0.50,1.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,BC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,22.5,-1951676.28871,3058215.02343,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,40677,788,1,296,208,1,1,1,0,0,0,1,O
.,Cmurival,114,Catostom,Catostomidae,.,Catostom,.,Wall Canyon sucker,.,105,1,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,NV,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,0,-6.8,30.6,-1976104.88700,2252505.63504,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,1,1,0,0,1,1,0,1,0,1,1,440,130,1,26,30,1,1,1,0,0,0,1,O
Cardens,Cardens,46,Catostom,Catostomus,ardens,Catostom,163899,Utah sucker,.,105,1,0,1,0,1,0,0,1,0,0,0,0,65.0,2.5,11.0,20000,0,0.00,0.00,0.00,0.00,0.00,0.50,1.00,0.00,0.00,0.00,0.00,0.00,1.50,UT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.6,25.4,-1311550.28417,2156908.92199,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,82801,1701,1,695,295,0,0,0,0,0,0,0,O
Cbernard,Cbernard,55,Catostom,Catostomus,bernardini,Catostom,163900,Yaqui sucker,.,105,1,0,1,0,1,0,1,1,0,0,0,0,40.0,4.0,10.0,15000,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,7.50,MEX,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6,29.9,-1261644.75542,1046639.41651,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,2868,211,1,85,44,1,3,1,0,0,1,0,O
Ccatosto,Ccatosto,65,Catostom,Catostomus,catostomus,Catostom,163894,longnose sucker,.,105,1,0,1,0,0,1,0,1,0,0,1,0,64.0,4.0,12.0,60307,0,0.00,0.00,0.00,0.00,0.00,0.75,0.75,0.00,0.00,0.00,0.00,0.00,1.50,WY,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-484300.33098,3962036.44042,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,10666055,29350,2,4758,6263,1,4,0,0,0,0,0,O
Cclarkii,Cclarkii,68,Catostom,Catostomus,clarkii,Catostom,163901,desert sucker,.,105,1,0,1,0,1,0,1,1,0,0,0,0,33.0,3.0,9.0,20000,0,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,MEX,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6,34.6,-1387560.75431,1348364.31198,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,124241,2762,2,964,620,1,4,1,1,0,1,0,O
Ccolumbi,Ccolumbi,70,Catostom,Catostomus,columbianus,Catostom,163897,bridgelip sucker,.,105,1,0,1,1,1,0,1,1,0,0,0,0,30.0,6.0,9.0,21040,0,0.00,0.00,0.00,0.50,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,2.00,WA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.0,26.9,-1688760.61091,2768632.68667,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,432772,3831,2,1563,633,0,0,0,0,0,0,0,O
Ccommers,Ccommers,71,Catostom,Catostomus,commersonii,Catostom,553273,white sucker,.,105,1,0,1,0,1,1,1,1,0,0,1,0,64.0,3.0,8.0,50000,0,0.00,0.00,0.75,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,NC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,203929.02081,2966263.71613,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,8850545,26569,1,4015,4759,0,0,0,0,0,0,0,O
Cdiscobo,Cdiscobo,77,Catostom,Catostomus,discobolus,Catostom,163902,bluehead sucker,.,105,1,0,1,0,1,0,0,1,0,0,0,0,40.0,2.0,7.0,8500,0,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,NM,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.1,28.0,-1177274.35817,1879991.01840,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,304644,5068,1,1125,708,1,4,0,0,0,0,0,O
Cfumeive,Cfumeive,83,Catostom,Catostomus,fumeiventris,Catostom,163904,Owens sucker,.,105,1,0,1,0,1,0,1,1,0,0,0,0,50.0,-999.0,-999.0,-999,0,0.00,0.00,0.00,0.00,0.50,1.00,0.50,0.00,0.00,0.00,0.00,0.00,2.00,CA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.2,28.8,-2004475.04492,1856464.34873,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,6403,346,1,134,78,0,0,0,0,0,0,0,O
Cinsigni,Cinsigni,95,Catostom,Catostomus,insignis,Catostom,163905,Sonora sucker,.,105,1,0,1,0,1,0,1,1,0,0,0,0,80.0,3.0,8.0,50000,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,7.00,NM,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,38.6,-1364531.95362,1222276.55781,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,74266,1816,1,484,483,1,3,1,0,0,1,0,O
Clatipin,Clatipin,98,Catostom,Catostomus,latipinnis,Catostom,163906,flannelmouth sucker,.,105,1,0,1,1,1,1,1,1,0,0,0,0,56.0,5.0,10.0,40000,0,0.00,0.00,0.00,0.50,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,NM,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.7,33.6,-1324283.31231,1578806.57592,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,244506,5294,1,1183,836,1,4,0,0,0,0,0,O
Cmacroch,Cmacroch,105,Catostom,Catostomus,macrocheilus,Catostom,163896,largescale sucker,.,105,1,0,1,1,1,1,1,1,1,0,1,1,61.0,5.0,16.0,20000,0,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,WA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.9,30.6,-1730623.36958,2943648.55586,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,781905,5437,2,1735,1000,0,0,0,0,0,0,0,O
Cmicrops,Cmicrops,111,Catostom,Catostomus,microps,Catostom,163907,Modoc sucker,.,105,1,0,1,0,1,0,1,1,0,0,0,0,28.0,3.0,5.0,12590,0,0.00,0.00,0.00,0.50,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,2.00,CA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.3,29.3,-2049547.07875,2288782.68927,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,6033,286,1,102,76,1,1,1,0,0,1,0,O
Cplatyrh,Cplatyrh,129,Catostom,Catostomus,platyrhynchus,Catostom,163909,mountain sucker,.,105,1,0,1,0,1,1,0,1,0,0,0,0,25.0,4.0,9.0,3710,0,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,2.50,CA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.0,20.4,-1341863.72877,2596867.24869,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1208814,13098,2,1843,1609,0,0,0,0,0,0,0,O
Cplebeiu,Cplebeiu,130,Catostom,Catostomus,plebeius,Catostom,163910,Rio Grande sucker,.,105,1,0,1,0,1,0,0,1,0,0,0,0,20.0,3.0,7.0,4701,1,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,6.00,MEX,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.6,33.0,-950943.38133,1426848.89329,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,48912,1382,2,642,323,1,3,1,0,0,0,0,O
Csantaan,Csantaan,144,Catostom,Catostomus,santaanae,Catostom,163912,Santa Ana sucker,.,105,1,0,1,0,1,0,1,1,0,0,0,0,25.0,1.5,3.5,16151,0,0.00,0.00,0.50,1.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,4.00,CA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9,25.7,-1957533.36221,1463013.53127,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,9569,395,1,123,124,1,2,1,0,0,1,1,O
Csnyderi,Csnyderi,146,Catostom,Catostomus,snyderi,Catostom,163913,Klamath Largescale sucker,.,105,1,0,1,0,1,0,1,1,0,0,0,0,55.0,5.0,41.0,65000,0,0.00,0.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,CA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3,29.3,-2067310.16228,2425085.26741,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,19146,508,1,141,179,1,2,1,0,0,1,1,O
Ctahoens,Ctahoens,150,Catostom,Catostomus,tahoensis,Catostom,163914,Tahoe sucker,.,105,1,0,1,1,1,1,1,1,0,0,0,0,61.0,5.0,7.0,59300,0,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,6.00,CA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.1,27.4,-1858491.20840,2089793.87618,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,87310,2107,2,517,550,0,0,0,0,0,0,0,O
